"","userId","productId","ratings"
"340","A1GLL5CJ1SFAMS","0972683275","5"
"341","A3GYJW3I6Q5AXG","0972683275","5"
"342","A1SFB394R1NHNB","0972683275","5"
"343","A2683OJ85CLWFA","0972683275","5"
"344","AXBF39GC4I2EC","0972683275","5"
"345","A2MBXZ1XGBUFA","0972683275","5"
"346","A226W9HO3YVYUG","0972683275","5"
"347","A2UWRQFJ9OIM9L","0972683275","5"
"348","A14C5D25SZWFLX","0972683275","5"
"349","AXDW3OXL1ANL4","0972683275","5"
"350","A3M6S7Y1FNPOLD","0972683275","3"
"351","A1GSL1M8TPUSB2","0972683275","5"
"352","A2C4WL8NYM7Q0I","0972683275","4"
"353","A1VVJLWQ15YTYV","0972683275","4"
"354","AOU1TM9UA1BZF","0972683275","5"
"355","A3S5643F4JNLQQ","0972683275","5"
"356","A1HT4T3HR2W9VG","0972683275","5"
"357","AJIA55AVU0CUS","0972683275","4"
"358","A36VF2I8ILFJH1","0972683275","5"
"359","A106YUCY4SVX1D","0972683275","5"
"360","A1YVXAIV87Z3LM","0972683275","5"
"361","A3U6HVI3EWAZWU","0972683275","4"
"362","A3V0W3FHKL6468","0972683275","5"
"363","A3C51ESBUD8QAJ","0972683275","4"
"364","A32YYOS0T4NVG1","0972683275","5"
"365","A1OO6OKFFDBXNW","0972683275","4"
"366","A3IC6OB22INS9","0972683275","4"
"367","A2F1XPTGEADV8R","0972683275","4"
"368","A3ISZ8KLXYYI7P","0972683275","5"
"369","A3RD1GFFLG12YC","0972683275","5"
"370","A1SR2IFR1CBPQW","0972683275","5"
"371","A1JKBJEKH5GXIT","0972683275","5"
"372","A2QG84ZEFKUISL","0972683275","5"
"373","A26FS7F997E7SI","0972683275","4"
"374","A2QB7E7X3RURZ2","0972683275","3"
"375","A263GC6WFHUY4Z","0972683275","5"
"376","A33DH1NN4OOKX3","0972683275","2"
"377","A25EIC1CXMA1DO","0972683275","5"
"378","A2EJJTOWAEL7SJ","0972683275","5"
"379","A2MQ47BBL7F6B6","0972683275","5"
"380","A3QH8VQDE7HZCR","0972683275","5"
"381","A2UMQGIOIQ2ZJ9","0972683275","5"
"382","A2RNG3LFW5CFKX","0972683275","5"
"383","A25DO9Q43GE6WK","0972683275","5"
"384","A2LSIS2A2CNLVL","0972683275","4"
"385","A26UWC5UI7XLY2","0972683275","5"
"386","A1MDERNKA03DON","0972683275","5"
"387","A1HZ68B7UMNWVW","0972683275","5"
"388","A3KWKARBHBSQZF","0972683275","5"
"389","A6J8D9V5S9MBE","0972683275","5"
"390","A3Q95HLHAUC34M","0972683275","5"
"391","A3UBDM2OA2Y3I9","0972683275","5"
"392","A1AT5LYGF3T3BJ","0972683275","4"
"393","A2VEU4GLPJUFNP","0972683275","3"
"394","A143ONYTRZY3SF","0972683275","5"
"395","A2ASX8RGDVFNOG","0972683275","4"
"396","A3D1X3ZYUWR0Z9","0972683275","5"
"397","AYNGELTTLBXVN","0972683275","5"
"398","A3NMAV0XRHOS1U","0972683275","5"
"399","AIGTSPP6PLJJW","0972683275","4"
"400","A3TF6PPEYAQ1KX","0972683275","4"
"401","A2MJNFUQS2FG92","0972683275","5"
"402","A37Z3QW5ZDJLSZ","0972683275","5"
"403","A21DCEYSAP2KM8","0972683275","4"
"404","A2UZQ5I2XLQYXD","0972683275","5"
"405","A2I8I2LLVE9U6G","0972683275","5"
"406","A39Z4OU2C7ENWH","0972683275","3"
"407","A1UJX9NC57TW5N","0972683275","5"
"408","A1FQOCN6SNXNG6","0972683275","5"
"409","AY7Y69EUL5GGL","0972683275","5"
"410","A31QWH1JR60A5F","0972683275","5"
"411","A2C0L77SWTXMOV","0972683275","5"
"412","A2E5IK9TUH8UPD","0972683275","4"
"413","A3QWCGS4OS44UP","0972683275","4"
"414","A3UBY3ND3TTNL3","0972683275","1"
"415","A3TBIJHR03ELEQ","0972683275","4"
"416","AX3OXHFIKAE4R","0972683275","4"
"417","A3QRE0I5HSC332","0972683275","4"
"418","A1C55HT82Y70AE","0972683275","4"
"419","A1EJKPTGO474WN","0972683275","4"
"420","AEQR0VUFBZXUY","0972683275","5"
"421","AKBZI91RTIXM6","0972683275","4"
"422","A1XQEYP8NDJIGH","0972683275","4"
"423","A1VL1D97E9PJGX","0972683275","5"
"424","A2RHDVCXQVFFXM","0972683275","5"
"425","A32QNTFPVVY3P4","0972683275","4"
"426","A2HG19HOW4IZ7L","0972683275","5"
"427","AGZ1HS2KBSFRG","0972683275","4"
"428","A1NOPFD9YTMXHB","0972683275","4"
"429","A1CWI7TXJW674Q","0972683275","5"
"430","A11XEQWME3DHFF","0972683275","4"
"431","A2S089YNV6Y2D1","0972683275","4"
"432","A2SKYCFKIOGG19","0972683275","5"
"433","AL4WX7LL4ISYK","0972683275","4"
"434","A3OTY3KB4OG9FO","0972683275","1"
"435","A1BMBZNUA3H10M","0972683275","4"
"436","A1HYHOBZPJKY1I","0972683275","5"
"437","ALP4IUKDBJ0EO","0972683275","5"
"438","A3GCTN5ZPQT657","0972683275","5"
"439","A13BWQDECDDVIZ","0972683275","4"
"440","A1M7VPG9Q6JEO8","0972683275","5"
"441","A20UDOT1F361T2","0972683275","5"
"442","A25I5Q55UL8MT3","0972683275","5"
"443","A3UA6U3K0R6PDY","0972683275","5"
"444","A12XCRHPREC51Y","0972683275","4"
"445","A1QBVPRRBYL5US","0972683275","5"
"446","A3QPJS71FU70MX","0972683275","4"
"447","A1HAF9KEUQHT5F","0972683275","5"
"448","A2PCG95PZLF92Q","0972683275","5"
"449","A28DLVVZMHTAPN","0972683275","5"
"450","A34895BBYDUOG7","0972683275","5"
"451","A1SS291G5X84WC","0972683275","2"
"452","A1RPEK98P97J7W","0972683275","5"
"453","ABBPDSBNGEYRU","0972683275","5"
"454","AYKXABHFBFGJX","0972683275","2"
"455","A1B8LOW1DH3HZY","0972683275","3"
"456","A17PJXD7YBSD8F","0972683275","5"
"457","A36VRTU7YUGH39","0972683275","5"
"458","A2A3B0JX2JRS6S","0972683275","5"
"459","A1ZPEZMQBCTZQN","0972683275","4"
"460","A2OGXHE7PVLTOE","0972683275","4"
"461","A3OYE7X2O08LNT","0972683275","4"
"462","A1RKIVV5VR3RJ8","0972683275","4"
"463","A31KBWBVXWUCSR","0972683275","5"
"464","A1KECIKIWDB4HH","0972683275","4"
"465","A2YIXN1SNPWV0A","0972683275","4"
"466","A2LR9WP2JGDT8E","0972683275","2"
"467","A1TSQF40H4MIWM","0972683275","5"
"468","A3DBMXKKJMO910","0972683275","5"
"469","A23AF9X5323ME3","0972683275","3"
"470","A18FTRFQQ141CP","0972683275","5"
"471","AE1L7FJUVT661","0972683275","5"
"472","A1M17ZTK354P6Y","0972683275","4"
"473","A3D8NXND1ALT91","0972683275","4"
"474","A1XEYWWDJ09OEA","0972683275","4"
"475","A2JMN2JA9LSHVL","0972683275","1"
"476","A3ATF868IEP191","0972683275","4"
"477","A1YQJNKIMRBU1M","0972683275","5"
"478","A2D6D5MUX0SP2H","0972683275","5"
"479","AXREKH8MC9S3X","0972683275","5"
"480","A3VZ53R6F842QZ","0972683275","5"
"481","A14O9P3DV5EHKO","0972683275","3"
"482","A27WRC8KIFFTWS","0972683275","5"
"483","AVHB9LLVCTEKY","0972683275","5"
"484","A1BFGWPAR3XE0Y","0972683275","5"
"485","A38IZ9GUFJ28AP","0972683275","5"
"486","A153SN02P05UXE","0972683275","5"
"487","A3F9NDKO3GFOCH","0972683275","5"
"488","A1KI8R3FT71PPK","0972683275","5"
"489","A38KYGIUKF2MFU","0972683275","5"
"490","AIJWAL4ZGCK2F","0972683275","5"
"491","A2GPNXFUUV51ZZ","0972683275","5"
"492","A3CLWR1UUZT6TG","0972683275","5"
"493","A12ZCHX2T8Z952","0972683275","5"
"494","A3GJT8MVRII6PJ","0972683275","5"
"495","A38DTJURWNUQTZ","0972683275","5"
"496","A1V8UZ63FQD382","0972683275","5"
"497","A2IKPO861L8O90","0972683275","5"
"498","A3Q7DHKIU7TMBI","0972683275","4"
"499","AT138NK1P69KO","0972683275","3"
"500","A2ACJSHEC2RZVZ","0972683275","4"
"501","A28INZ2FGLBOZO","0972683275","4"
"502","AOOQGCJEV25VT","0972683275","5"
"503","A2IRDF393ZKDN8","0972683275","5"
"504","A24OHQK700QEIW","0972683275","5"
"505","A3T3M5EYGCWSUA","0972683275","5"
"506","A17TBWDFNK675R","0972683275","5"
"507","A3P5CV06QLXGRF","0972683275","1"
"508","A1P7CE4XXWG8WJ","0972683275","4"
"509","A1PUB1SLAFU555","0972683275","5"
"510","A5ABV0IOAM9YO","0972683275","5"
"511","A3SWF9UXQAEK9Q","0972683275","5"
"512","A24NAL80DJU0B8","0972683275","5"
"513","A1WI6CDE40JSDZ","0972683275","5"
"514","A1V4GFB3HKFZ2T","0972683275","5"
"515","A2K4HQA1K0CVGP","0972683275","4"
"516","A2HWFK6TC9SGV","0972683275","5"
"517","A2EPTJFNJSHUCU","0972683275","5"
"518","A38FGQVJM18OWV","0972683275","1"
"519","A1CA40102FA5N0","0972683275","5"
"520","A3586I23X68J59","0972683275","5"
"521","A3TH91PK3IABQU","0972683275","1"
"522","A22E1RM28FZZP2","0972683275","5"
"523","A12PFARGH9ELDI","0972683275","5"
"524","A20RYSHYDK9M6","0972683275","4"
"525","A16Q3CV7TCFO4E","0972683275","3"
"526","A1P560UNX4SBE7","0972683275","5"
"527","A28RVT20CEXA8B","0972683275","4"
"528","A27OMVFGJXH1VB","0972683275","5"
"529","AHJJYGJXJ346V","0972683275","5"
"530","A2CDG7JEL4W6IC","0972683275","5"
"531","A19KHPSLJQ1UKY","0972683275","5"
"532","A3E4YU6APQLRKE","0972683275","5"
"533","A2NOHYNZCZ2NW4","0972683275","5"
"534","A11NLVWA0MTSGH","0972683275","5"
"535","A2YJHOCQJJCD6L","0972683275","3"
"536","A9MZROA9WNRJT","0972683275","4"
"537","A34DGHJJFSSN8X","0972683275","5"
"538","A1GLHE8QE65D0W","0972683275","1"
"539","A11SX0QI0EFZY0","0972683275","5"
"540","AQNQ3Y8AK04GQ","0972683275","3"
"541","A3F6E9FYLZ7MXZ","0972683275","5"
"542","A3D9JOLPWI3SSL","0972683275","5"
"543","A39K0PHF85UU2O","0972683275","4"
"544","A13W1XKMRMF43T","0972683275","4"
"545","A4PRLL18Q4TE1","0972683275","5"
"546","A21532E0LDLKPD","0972683275","4"
"547","A2Q9HI52XRHPYB","0972683275","5"
"548","A2ANB0YF7J5VBB","0972683275","5"
"549","A1HJMUCKBJ38XL","0972683275","5"
"550","A17EAU0WHA1A4N","0972683275","5"
"551","AVTEOX99BMGZ","0972683275","4"
"552","A3PPDNV08DDMUY","0972683275","1"
"553","A20IY0H76J8ICM","0972683275","4"
"554","A1PV9NZBPCKSG2","0972683275","5"
"555","AOJBRLPBX7JIX","0972683275","5"
"556","AQGSAZBQTA4","0972683275","2"
